STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,WESD
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700207,0,584,0,859
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700208,0,584,0,859
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700209,0,584,0,859
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700210,0,584,0,859
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700211,0,584,0,859
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700212,3,584,3,861
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700213,0,584,0,861
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700214,8,584,8,861
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700215,0,584,0,861
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700216,33,584,33,864
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700217,0,610,0,894
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700218,0,610,0,894
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700219,5,610,5,894
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700220,0,610,0,899
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700221,0,610,0,899
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700222,0,584,0,899
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700223,0,508,0,899
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700224,0,457,0,899
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700225,8,457,8,899
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700226,13,457,15,919
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700227,0,457,0,919
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700228,0,457,0,919
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700301,10,457,10,927
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700302,56,457,30,927
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700303,168,483,20,983
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700304,0,457,0,1125
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700305,20,432,23,1125
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700306,0,457,0,1125
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700307,0,457,0,1125
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700308,0,457,0,1125
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700309,0,457,0,1125
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700310,0,457,0,1125
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700311,0,457,0,1125
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700312,5,457,8,1125
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700313,0,457,0,1130
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700314,0,457,0,1130
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700315,0,457,0,1130
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700316,0,432,0,1130
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700317,0,432,0,1130
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700318,0,381,0,1130
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700319,0,356,0,993
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700320,0,305,0,993
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700321,0,279,0,993
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700322,0,254,0,978
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700323,0,229,0,965
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700324,0,229,0,955
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700325,0,229,0,950
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700326,5,229,5,950
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700327,0,229,0,955
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700328,0,229,0,955
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700329,18,229,25,955
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700330,0,254,0,973
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700331,0,254,0,965
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700401,0,254,0,965
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700402,0,254,0,965
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700403,0,254,0,965
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700404,8,229,8,914
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700405,53,229,56,914
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700406,0,203,0,914
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700407,0,178,0,864
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700408,5,102,5,737
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700409,0,102,0,737
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700410,0,102,0,737
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700411,0,76,0,610
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700412,0,51,0,432
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700413,0,25,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700414,0,25,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700415,20,25,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700416,33,25,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700417,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700418,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700419,41,0,66,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700420,89,102,127,51
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700421,25,178,25,127
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700422,58,152,10,178
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700423,20,102,20,203
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700424,0,51,0,102
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700425,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700426,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700427,5,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700428,107,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700429,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700430,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700501,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700502,20,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700503,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700504,23,0,13,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700505,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700506,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700507,53,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700508,145,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700509,13,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700510,41,0,15,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700511,41,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700512,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700513,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700514,28,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700515,102,0,15,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700516,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700517,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700518,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700519,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700520,10,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700521,3,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700522,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700523,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700524,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700525,53,0,8,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700526,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700527,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700528,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700529,130,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700530,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700531,163,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700601,53,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700602,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700603,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700604,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700605,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700606,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700607,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700608,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700609,246,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700610,5,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700611,15,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700612,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700613,3,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700614,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700615,46,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700616,46,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700617,5,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700618,3,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700619,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700620,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700621,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700622,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700623,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700624,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700625,71,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700626,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700627,8,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700628,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700629,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700630,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700701,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700702,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700703,61,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700704,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700705,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700706,10,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700707,43,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700708,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700709,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700710,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700711,56,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700712,58,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700713,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700714,61,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700715,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700716,5,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700717,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700718,46,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700719,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700720,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700721,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700722,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700723,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700724,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700725,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700726,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700727,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700728,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700729,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700730,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700731,84,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700801,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700802,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700803,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700804,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700805,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700806,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700807,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700808,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700809,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700810,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700811,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700812,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700813,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700814,119,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700815,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700816,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700817,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700818,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700819,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700820,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700821,140,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700822,3,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700823,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700824,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700825,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700826,135,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700827,33,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700828,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700829,117,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700830,33,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700831,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700901,160,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700902,135,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700903,0,0,0,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19700904,0,0,0,-9999
