Real-time data - subject to revision
Copyright Environment Canada(2022)

"Real-Time Hydrometric Data for RAINY LAKE NEAR FORT FRANCES (05PB007) [ON]"

05PB007	"RAINY LAKE NEAR FORT FRANCES"
Description of parameters:
46	"Water level (primary sensor)"	m

Date (EST)	Parameter 	Value (m)	Approval Name	Grade Name
2022-05-18 05:00:00	46	338.495	PRELIMINARY	UNSPECIFIED
2022-05-18 05:05:00	46	338.496	PRELIMINARY	UNSPECIFIED
2022-05-18 05:10:00	46	338.494	PRELIMINARY	UNSPECIFIED
2022-05-18 05:15:00	46	338.494	PRELIMINARY	UNSPECIFIED
2022-05-18 05:20:00	46	338.497	PRELIMINARY	UNSPECIFIED
2022-05-18 05:25:00	46	338.496	PRELIMINARY	UNSPECIFIED
2022-05-18 05:30:00	46	338.495	PRELIMINARY	UNSPECIFIED
2022-05-18 05:35:00	46	338.499	PRELIMINARY	UNSPECIFIED
2022-05-18 05:40:00	46	338.496	PRELIMINARY	UNSPECIFIED
2022-05-18 05:45:00	46	338.495	PRELIMINARY	UNSPECIFIED
2022-05-18 05:50:00	46	338.498	PRELIMINARY	UNSPECIFIED
2022-05-18 05:55:00	46	338.495	PRELIMINARY	UNSPECIFIED
2022-05-18 06:00:00	46	338.495	PRELIMINARY	UNSPECIFIED
2022-05-18 06:05:00	46	338.495	PRELIMINARY	UNSPECIFIED
2022-05-18 06:10:00	46	338.496	PRELIMINARY	UNSPECIFIED
2022-05-18 06:15:00	46	338.496	PRELIMINARY	UNSPECIFIED
2022-05-18 06:20:00	46	338.500	PRELIMINARY	UNSPECIFIED
2022-05-18 06:25:00	46	338.498	PRELIMINARY	UNSPECIFIED
2022-05-18 06:30:00	46	338.499	PRELIMINARY	UNSPECIFIED
2022-05-18 06:35:00	46	338.501	PRELIMINARY	UNSPECIFIED
2022-05-18 06:40:00	46	338.499	PRELIMINARY	UNSPECIFIED
2022-05-18 06:45:00	46	338.497	PRELIMINARY	UNSPECIFIED
2022-05-18 06:50:00	46	338.498	PRELIMINARY	UNSPECIFIED
2022-05-18 06:55:00	46	338.497	PRELIMINARY	UNSPECIFIED
2022-05-18 07:00:00	46	338.500	PRELIMINARY	UNSPECIFIED
2022-05-18 07:05:00	46	338.503	PRELIMINARY	UNSPECIFIED
2022-05-18 07:10:00	46	338.503	PRELIMINARY	UNSPECIFIED
2022-05-18 07:15:00	46	338.504	PRELIMINARY	UNSPECIFIED
2022-05-18 07:20:00	46	338.505	PRELIMINARY	UNSPECIFIED
2022-05-18 07:25:00	46	338.504	PRELIMINARY	UNSPECIFIED
2022-05-18 07:30:00	46	338.503	PRELIMINARY	UNSPECIFIED
2022-05-18 07:35:00	46	338.505	PRELIMINARY	UNSPECIFIED
2022-05-18 07:40:00	46	338.505	PRELIMINARY	UNSPECIFIED
2022-05-18 07:45:00	46	338.502	PRELIMINARY	UNSPECIFIED
2022-05-18 07:50:00	46	338.506	PRELIMINARY	UNSPECIFIED
2022-05-18 07:55:00	46	338.509	PRELIMINARY	UNSPECIFIED
2022-05-18 08:00:00	46	338.504	PRELIMINARY	UNSPECIFIED
2022-05-18 08:05:00	46	338.504	PRELIMINARY	UNSPECIFIED
2022-05-18 08:10:00	46	338.504	PRELIMINARY	UNSPECIFIED
2022-05-18 08:15:00	46	338.500	PRELIMINARY	UNSPECIFIED
2022-05-18 08:20:00	46	338.507	PRELIMINARY	UNSPECIFIED
2022-05-18 08:25:00	46	338.507	PRELIMINARY	UNSPECIFIED
2022-05-18 08:30:00	46	338.507	PRELIMINARY	UNSPECIFIED
2022-05-18 08:35:00	46	338.508	PRELIMINARY	UNSPECIFIED
2022-05-18 08:40:00	46	338.507	PRELIMINARY	UNSPECIFIED
2022-05-18 08:45:00	46	338.508	PRELIMINARY	UNSPECIFIED
2022-05-18 08:50:00	46	338.511	PRELIMINARY	UNSPECIFIED
2022-05-18 08:55:00	46	338.509	PRELIMINARY	UNSPECIFIED
2022-05-18 09:00:00	46	338.509	PRELIMINARY	UNSPECIFIED
2022-05-18 09:05:00	46	338.513	PRELIMINARY	UNSPECIFIED
2022-05-18 09:10:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 09:15:00	46	338.514	PRELIMINARY	UNSPECIFIED
2022-05-18 09:20:00	46	338.516	PRELIMINARY	UNSPECIFIED
2022-05-18 09:25:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 09:30:00	46	338.516	PRELIMINARY	UNSPECIFIED
2022-05-18 09:35:00	46	338.513	PRELIMINARY	UNSPECIFIED
2022-05-18 09:40:00	46	338.513	PRELIMINARY	UNSPECIFIED
2022-05-18 09:45:00	46	338.514	PRELIMINARY	UNSPECIFIED
2022-05-18 09:50:00	46	338.515	PRELIMINARY	UNSPECIFIED
2022-05-18 09:55:00	46	338.516	PRELIMINARY	UNSPECIFIED
2022-05-18 10:00:00	46	338.514	PRELIMINARY	UNSPECIFIED
2022-05-18 10:05:00	46	338.513	PRELIMINARY	UNSPECIFIED
2022-05-18 10:10:00	46	338.515	PRELIMINARY	UNSPECIFIED
2022-05-18 10:15:00	46	338.514	PRELIMINARY	UNSPECIFIED
2022-05-18 10:20:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 10:25:00	46	338.514	PRELIMINARY	UNSPECIFIED
2022-05-18 10:30:00	46	338.515	PRELIMINARY	UNSPECIFIED
2022-05-18 10:35:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 10:40:00	46	338.519	PRELIMINARY	UNSPECIFIED
2022-05-18 10:45:00	46	338.518	PRELIMINARY	UNSPECIFIED
2022-05-18 10:50:00	46	338.516	PRELIMINARY	UNSPECIFIED
2022-05-18 10:55:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 11:00:00	46	338.516	PRELIMINARY	UNSPECIFIED
2022-05-18 11:05:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 11:10:00	46	338.516	PRELIMINARY	UNSPECIFIED
2022-05-18 11:15:00	46	338.515	PRELIMINARY	UNSPECIFIED
2022-05-18 11:20:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 11:25:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 11:30:00	46	338.514	PRELIMINARY	UNSPECIFIED
2022-05-18 11:35:00	46	338.520	PRELIMINARY	UNSPECIFIED
2022-05-18 11:40:00	46	338.521	PRELIMINARY	UNSPECIFIED
2022-05-18 11:45:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 11:50:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 11:55:00	46	338.516	PRELIMINARY	UNSPECIFIED
2022-05-18 12:00:00	46	338.520	PRELIMINARY	UNSPECIFIED
2022-05-18 12:05:00	46	338.519	PRELIMINARY	UNSPECIFIED
2022-05-18 12:10:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 12:15:00	46	338.518	PRELIMINARY	UNSPECIFIED
2022-05-18 12:20:00	46	338.517	PRELIMINARY	UNSPECIFIED
2022-05-18 12:25:00	46	338.518	PRELIMINARY	UNSPECIFIED
2022-05-18 12:30:00	46	338.523	PRELIMINARY	UNSPECIFIED
2022-05-18 12:35:00	46	338.521	PRELIMINARY	UNSPECIFIED
2022-05-18 12:40:00	46	338.527	PRELIMINARY	UNSPECIFIED
2022-05-18 12:45:00	46	338.527	PRELIMINARY	UNSPECIFIED
2022-05-18 12:50:00	46	338.524	PRELIMINARY	UNSPECIFIED
2022-05-18 12:55:00	46	338.527	PRELIMINARY	UNSPECIFIED
2022-05-18 13:00:00	46	338.525	PRELIMINARY	UNSPECIFIED
2022-05-18 13:05:00	46	338.523	PRELIMINARY	UNSPECIFIED
2022-05-18 13:10:00	46	338.524	PRELIMINARY	UNSPECIFIED
2022-05-18 13:15:00	46	338.523	PRELIMINARY	UNSPECIFIED
2022-05-18 13:20:00	46	338.523	PRELIMINARY	UNSPECIFIED
2022-05-18 13:25:00	46	338.522	PRELIMINARY	UNSPECIFIED
2022-05-18 13:30:00	46	338.526	PRELIMINARY	UNSPECIFIED
2022-05-18 13:35:00	46	338.524	PRELIMINARY	UNSPECIFIED
2022-05-18 13:40:00	46	338.528	PRELIMINARY	UNSPECIFIED
2022-05-18 13:45:00	46	338.530	PRELIMINARY	UNSPECIFIED
2022-05-18 13:50:00	46	338.529	PRELIMINARY	UNSPECIFIED
2022-05-18 13:55:00	46	338.527	PRELIMINARY	UNSPECIFIED
2022-05-18 14:00:00	46	338.530	PRELIMINARY	UNSPECIFIED
2022-05-18 14:05:00	46	338.532	PRELIMINARY	UNSPECIFIED
2022-05-18 14:10:00	46	338.533	PRELIMINARY	UNSPECIFIED
2022-05-18 14:15:00	46	338.531	PRELIMINARY	UNSPECIFIED
2022-05-18 14:20:00	46	338.534	PRELIMINARY	UNSPECIFIED
2022-05-18 14:25:00	46	338.535	PRELIMINARY	UNSPECIFIED
2022-05-18 14:30:00	46	338.535	PRELIMINARY	UNSPECIFIED
2022-05-18 14:35:00	46	338.535	PRELIMINARY	UNSPECIFIED
2022-05-18 14:40:00	46	338.531	PRELIMINARY	UNSPECIFIED
2022-05-18 14:45:00	46	338.530	PRELIMINARY	UNSPECIFIED
2022-05-18 14:50:00	46	338.536	PRELIMINARY	UNSPECIFIED
2022-05-18 14:55:00	46	338.536	PRELIMINARY	UNSPECIFIED
2022-05-18 15:00:00	46	338.539	PRELIMINARY	UNSPECIFIED
2022-05-18 15:05:00	46	338.537	PRELIMINARY	UNSPECIFIED
2022-05-18 15:10:00	46	338.535	PRELIMINARY	UNSPECIFIED
2022-05-18 15:15:00	46	338.540	PRELIMINARY	UNSPECIFIED
2022-05-18 15:20:00	46	338.537	PRELIMINARY	UNSPECIFIED
2022-05-18 15:25:00	46	338.537	PRELIMINARY	UNSPECIFIED
2022-05-18 15:30:00	46	338.538	PRELIMINARY	UNSPECIFIED
2022-05-18 15:35:00	46	338.528	PRELIMINARY	UNSPECIFIED
2022-05-18 15:40:00	46	338.540	PRELIMINARY	UNSPECIFIED
2022-05-18 15:45:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 15:50:00	46	338.544	PRELIMINARY	UNSPECIFIED
2022-05-18 15:55:00	46	338.547	PRELIMINARY	UNSPECIFIED
2022-05-18 16:00:00	46	338.543	PRELIMINARY	UNSPECIFIED
2022-05-18 16:05:00	46	338.548	PRELIMINARY	UNSPECIFIED
2022-05-18 16:10:00	46	338.558	PRELIMINARY	UNSPECIFIED
2022-05-18 16:15:00	46	338.542	PRELIMINARY	UNSPECIFIED
2022-05-18 16:20:00	46	338.532	PRELIMINARY	UNSPECIFIED
2022-05-18 16:25:00	46	338.538	PRELIMINARY	UNSPECIFIED
2022-05-18 16:30:00	46	338.533	PRELIMINARY	UNSPECIFIED
2022-05-18 16:35:00	46	338.530	PRELIMINARY	UNSPECIFIED
2022-05-18 16:40:00	46	338.526	PRELIMINARY	UNSPECIFIED
2022-05-18 16:45:00	46	338.525	PRELIMINARY	UNSPECIFIED
2022-05-18 16:50:00	46	338.524	PRELIMINARY	UNSPECIFIED
2022-05-18 16:55:00	46	338.533	PRELIMINARY	UNSPECIFIED
2022-05-18 17:00:00	46	338.541	PRELIMINARY	UNSPECIFIED
2022-05-18 17:05:00	46	338.534	PRELIMINARY	UNSPECIFIED
2022-05-18 17:10:00	46	338.539	PRELIMINARY	UNSPECIFIED
2022-05-18 17:15:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 17:20:00	46	338.538	PRELIMINARY	UNSPECIFIED
2022-05-18 17:25:00	46	338.541	PRELIMINARY	UNSPECIFIED
2022-05-18 17:30:00	46	338.534	PRELIMINARY	UNSPECIFIED
2022-05-18 17:35:00	46	338.536	PRELIMINARY	UNSPECIFIED
2022-05-18 17:40:00	46	338.542	PRELIMINARY	UNSPECIFIED
2022-05-18 17:45:00	46	338.542	PRELIMINARY	UNSPECIFIED
2022-05-18 17:50:00	46	338.546	PRELIMINARY	UNSPECIFIED
2022-05-18 17:55:00	46	338.548	PRELIMINARY	UNSPECIFIED
2022-05-18 18:00:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 18:05:00	46	338.546	PRELIMINARY	UNSPECIFIED
2022-05-18 18:10:00	46	338.544	PRELIMINARY	UNSPECIFIED
2022-05-18 18:15:00	46	338.544	PRELIMINARY	UNSPECIFIED
2022-05-18 18:20:00	46	338.538	PRELIMINARY	UNSPECIFIED
2022-05-18 18:25:00	46	338.537	PRELIMINARY	UNSPECIFIED
2022-05-18 18:30:00	46	338.534	PRELIMINARY	UNSPECIFIED
2022-05-18 18:35:00	46	338.537	PRELIMINARY	UNSPECIFIED
2022-05-18 18:40:00	46	338.537	PRELIMINARY	UNSPECIFIED
2022-05-18 18:45:00	46	338.536	PRELIMINARY	UNSPECIFIED
2022-05-18 18:50:00	46	338.540	PRELIMINARY	UNSPECIFIED
2022-05-18 18:55:00	46	338.541	PRELIMINARY	UNSPECIFIED
2022-05-18 19:00:00	46	338.542	PRELIMINARY	UNSPECIFIED
2022-05-18 19:05:00	46	338.539	PRELIMINARY	UNSPECIFIED
2022-05-18 19:10:00	46	338.540	PRELIMINARY	UNSPECIFIED
2022-05-18 19:15:00	46	338.544	PRELIMINARY	UNSPECIFIED
2022-05-18 19:20:00	46	338.543	PRELIMINARY	UNSPECIFIED
2022-05-18 19:25:00	46	338.542	PRELIMINARY	UNSPECIFIED
2022-05-18 19:30:00	46	338.542	PRELIMINARY	UNSPECIFIED
2022-05-18 19:35:00	46	338.543	PRELIMINARY	UNSPECIFIED
2022-05-18 19:40:00	46	338.543	PRELIMINARY	UNSPECIFIED
2022-05-18 19:45:00	46	338.542	PRELIMINARY	UNSPECIFIED
2022-05-18 19:50:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 19:55:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 20:00:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 20:05:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 20:10:00	46	338.544	PRELIMINARY	UNSPECIFIED
2022-05-18 20:15:00	46	338.543	PRELIMINARY	UNSPECIFIED
2022-05-18 20:20:00	46	338.543	PRELIMINARY	UNSPECIFIED
2022-05-18 20:25:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 20:30:00	46	338.543	PRELIMINARY	UNSPECIFIED
2022-05-18 20:35:00	46	338.544	PRELIMINARY	UNSPECIFIED
2022-05-18 20:40:00	46	338.546	PRELIMINARY	UNSPECIFIED
2022-05-18 20:45:00	46	338.548	PRELIMINARY	UNSPECIFIED
2022-05-18 20:50:00	46	338.550	PRELIMINARY	UNSPECIFIED
2022-05-18 20:55:00	46	338.554	PRELIMINARY	UNSPECIFIED
2022-05-18 21:00:00	46	338.556	PRELIMINARY	UNSPECIFIED
2022-05-18 21:05:00	46	338.555	PRELIMINARY	UNSPECIFIED
2022-05-18 21:10:00	46	338.556	PRELIMINARY	UNSPECIFIED
2022-05-18 21:15:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-18 21:20:00	46	338.550	PRELIMINARY	UNSPECIFIED
2022-05-18 21:25:00	46	338.546	PRELIMINARY	UNSPECIFIED
2022-05-18 21:30:00	46	338.547	PRELIMINARY	UNSPECIFIED
2022-05-18 21:35:00	46	338.544	PRELIMINARY	UNSPECIFIED
2022-05-18 21:40:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 21:45:00	46	338.548	PRELIMINARY	UNSPECIFIED
2022-05-18 21:50:00	46	338.548	PRELIMINARY	UNSPECIFIED
2022-05-18 21:55:00	46	338.549	PRELIMINARY	UNSPECIFIED
2022-05-18 22:00:00	46	338.551	PRELIMINARY	UNSPECIFIED
2022-05-18 22:05:00	46	338.549	PRELIMINARY	UNSPECIFIED
2022-05-18 22:10:00	46	338.548	PRELIMINARY	UNSPECIFIED
2022-05-18 22:15:00	46	338.549	PRELIMINARY	UNSPECIFIED
2022-05-18 22:20:00	46	338.546	PRELIMINARY	UNSPECIFIED
2022-05-18 22:25:00	46	338.544	PRELIMINARY	UNSPECIFIED
2022-05-18 22:30:00	46	338.543	PRELIMINARY	UNSPECIFIED
2022-05-18 22:35:00	46	338.544	PRELIMINARY	UNSPECIFIED
2022-05-18 22:40:00	46	338.545	PRELIMINARY	UNSPECIFIED
2022-05-18 22:45:00	46	338.546	PRELIMINARY	UNSPECIFIED
2022-05-18 22:50:00	46	338.547	PRELIMINARY	UNSPECIFIED
2022-05-18 22:55:00	46	338.549	PRELIMINARY	UNSPECIFIED
2022-05-18 23:00:00	46	338.549	PRELIMINARY	UNSPECIFIED
2022-05-18 23:05:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-18 23:10:00	46	338.551	PRELIMINARY	UNSPECIFIED
2022-05-18 23:15:00	46	338.550	PRELIMINARY	UNSPECIFIED
2022-05-18 23:20:00	46	338.550	PRELIMINARY	UNSPECIFIED
2022-05-18 23:25:00	46	338.550	PRELIMINARY	UNSPECIFIED
2022-05-18 23:30:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-18 23:35:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-18 23:40:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-18 23:45:00	46	338.555	PRELIMINARY	UNSPECIFIED
2022-05-18 23:50:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-18 23:55:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 00:00:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 00:05:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 00:10:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 00:15:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 00:20:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 00:25:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 00:30:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 00:35:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 00:40:00	46	338.554	PRELIMINARY	UNSPECIFIED
2022-05-19 00:45:00	46	338.554	PRELIMINARY	UNSPECIFIED
2022-05-19 00:50:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 00:55:00	46	338.549	PRELIMINARY	UNSPECIFIED
2022-05-19 01:00:00	46	338.551	PRELIMINARY	UNSPECIFIED
2022-05-19 01:05:00	46	338.548	PRELIMINARY	UNSPECIFIED
2022-05-19 01:10:00	46	338.547	PRELIMINARY	UNSPECIFIED
2022-05-19 01:15:00	46	338.548	PRELIMINARY	UNSPECIFIED
2022-05-19 01:20:00	46	338.549	PRELIMINARY	UNSPECIFIED
2022-05-19 01:25:00	46	338.548	PRELIMINARY	UNSPECIFIED
2022-05-19 01:30:00	46	338.550	PRELIMINARY	UNSPECIFIED
2022-05-19 01:35:00	46	338.551	PRELIMINARY	UNSPECIFIED
2022-05-19 01:40:00	46	338.551	PRELIMINARY	UNSPECIFIED
2022-05-19 01:45:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 01:50:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 01:55:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 02:00:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 02:05:00	46	338.551	PRELIMINARY	UNSPECIFIED
2022-05-19 02:10:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 02:15:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 02:20:00	46	338.552	PRELIMINARY	UNSPECIFIED
2022-05-19 02:25:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 02:30:00	46	338.554	PRELIMINARY	UNSPECIFIED
2022-05-19 02:35:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 02:40:00	46	338.553	PRELIMINARY	UNSPECIFIED
2022-05-19 02:45:00	46	338.555	PRELIMINARY	UNSPECIFIED
2022-05-19 02:50:00	46	338.556	PRELIMINARY	UNSPECIFIED
2022-05-19 02:55:00	46	338.556	PRELIMINARY	UNSPECIFIED
2022-05-19 03:00:00	46	338.557	PRELIMINARY	UNSPECIFIED
2022-05-19 03:05:00	46	338.557	PRELIMINARY	UNSPECIFIED
2022-05-19 03:10:00	46	338.557	PRELIMINARY	UNSPECIFIED
2022-05-19 03:15:00	46	338.559	PRELIMINARY	UNSPECIFIED
2022-05-19 03:20:00	46	338.559	PRELIMINARY	UNSPECIFIED
2022-05-19 03:25:00	46	338.558	PRELIMINARY	UNSPECIFIED
2022-05-19 03:30:00	46	338.556	PRELIMINARY	UNSPECIFIED
2022-05-19 03:35:00	46	338.558	PRELIMINARY	UNSPECIFIED
2022-05-19 03:40:00	46	338.557	PRELIMINARY	UNSPECIFIED
2022-05-19 03:45:00	46	338.556	PRELIMINARY	UNSPECIFIED
2022-05-19 03:50:00	46	338.557	PRELIMINARY	UNSPECIFIED
2022-05-19 03:55:00	46	338.556	PRELIMINARY	UNSPECIFIED
2022-05-19 04:00:00	46	338.557	PRELIMINARY	UNSPECIFIED
2022-05-19 04:05:00	46	338.557	PRELIMINARY	UNSPECIFIED
2022-05-19 04:10:00	46	338.557	PRELIMINARY	UNSPECIFIED
2022-05-19 04:15:00	46	338.556	PRELIMINARY	UNSPECIFIED
2022-05-19 04:20:00	46	338.557	PRELIMINARY	UNSPECIFIED
2022-05-19 04:25:00	46	338.556	PRELIMINARY	UNSPECIFIED
2022-05-19 04:30:00	46	338.558	PRELIMINARY	UNSPECIFIED
2022-05-19 04:35:00	46	338.561	PRELIMINARY	UNSPECIFIED
2022-05-19 04:40:00	46	338.559	PRELIMINARY	UNSPECIFIED
2022-05-19 04:45:00	46	338.558	PRELIMINARY	UNSPECIFIED
2022-05-19 04:50:00	46	338.559	PRELIMINARY	UNSPECIFIED
2022-05-19 04:55:00	46	338.560	PRELIMINARY	UNSPECIFIED
2022-05-19 05:00:00	46	338.561	PRELIMINARY	UNSPECIFIED
2022-05-19 05:05:00	46	338.559	PRELIMINARY	UNSPECIFIED
2022-05-19 05:10:00	46	338.559	PRELIMINARY	UNSPECIFIED
2022-05-19 05:15:00	46	338.560	PRELIMINARY	UNSPECIFIED
2022-05-19 05:20:00	46	338.558	PRELIMINARY	UNSPECIFIED
2022-05-19 05:25:00	46	338.559	PRELIMINARY	UNSPECIFIED
2022-05-19 05:30:00	46	338.560	PRELIMINARY	UNSPECIFIED
2022-05-19 05:35:00	46	338.559	PRELIMINARY	UNSPECIFIED
2022-05-19 05:40:00	46	338.562	PRELIMINARY	UNSPECIFIED
2022-05-19 05:45:00	46	338.562	PRELIMINARY	UNSPECIFIED
2022-05-19 05:50:00	46	338.563	PRELIMINARY	UNSPECIFIED
2022-05-19 05:55:00	46	338.562	PRELIMINARY	UNSPECIFIED
